,h11_pred,h11_true,h21_pred,h21_true
358,8,8,28,27
359,5,4,52,42
360,8,8,30,29
361,10,9,21,21
362,9,9,21,22
363,9,9,21,19
364,4,4,46,45
365,7,7,29,28
366,7,7,29,26
367,11,14,16,19
368,9,9,21,23
369,9,7,27,28
370,9,9,25,26
371,12,12,18,18
372,6,6,38,35
373,9,9,21,22
374,8,7,23,21
375,6,5,27,29
376,9,9,25,23
377,6,6,32,31
378,10,13,17,20
379,8,8,22,24
380,7,8,23,23
381,5,5,41,41
382,7,7,25,25
383,10,10,22,23
384,7,7,27,28
385,8,8,25,24
386,9,8,26,26
387,11,10,22,22
388,8,9,25,26
389,9,9,28,25
390,9,9,25,26
391,8,8,28,29
392,8,7,25,26
393,8,8,24,23
394,6,6,36,34
395,9,8,27,24
396,10,9,27,26
397,9,10,26,25
398,7,7,31,29
399,8,9,23,28
400,2,0,0,3
401,9,9,21,23
402,8,8,22,24
403,5,5,37,40
404,7,6,34,32
405,8,10,24,26
406,3,2,56,56
407,9,9,33,27
408,7,7,37,37
409,6,6,34,31
410,8,8,24,26
411,10,10,26,23
412,8,7,25,25
413,6,6,31,29
414,10,10,22,25
415,11,11,21,21
416,8,7,25,24
417,8,8,23,23
418,10,10,20,21
419,9,10,23,24
420,9,10,20,22
421,7,7,27,29
422,7,7,28,27
423,9,9,24,25
424,7,7,31,30
425,8,8,22,25
426,8,8,22,23
427,8,9,23,22
428,9,8,26,26
429,6,6,34,30
430,9,8,23,22
431,6,6,34,33
432,7,6,30,30
433,8,9,27,29
434,10,10,20,21
435,10,10,20,20
436,6,6,29,29
437,9,10,20,20
438,8,8,28,26
439,9,9,26,25
440,8,8,24,24
441,8,6,26,27
442,6,6,30,30
443,8,7,35,32
444,7,6,30,30
445,9,9,31,29
446,8,8,26,24
447,9,9,25,24
448,8,8,25,25
449,7,7,27,26
450,8,8,26,26
451,13,12,19,16
452,10,10,21,22
453,7,7,23,26
454,9,9,21,21
455,7,7,25,26
456,8,8,24,26
457,7,7,28,26
458,12,13,17,23
459,4,4,45,44
460,6,4,48,43
461,7,7,27,29
462,6,10,26,37
463,9,11,19,21
464,9,9,22,22
465,5,5,37,37
466,5,5,41,42
467,6,6,30,29
468,7,7,29,30
469,10,10,23,22
470,10,10,20,21
471,10,10,20,22
472,5,5,39,34
473,10,9,24,25
474,10,10,20,19
475,9,9,24,25
476,4,4,44,43
477,6,6,32,32
478,9,9,28,24
479,12,11,19,19
480,7,7,25,25
481,6,5,33,35
482,10,9,21,23
483,9,9,24,24
484,10,11,19,19
485,6,5,29,31
486,3,3,47,42
487,8,8,23,24
488,6,6,34,28
489,10,10,20,22
490,10,10,20,21
491,10,9,21,23
492,9,9,23,22
493,5,5,37,37
494,4,4,56,56
495,9,8,26,24
496,11,12,18,21
497,9,9,25,25
498,9,9,23,23
499,9,10,24,26
500,7,6,30,31
501,5,3,75,71
502,11,11,22,22
503,8,8,22,23
504,6,6,28,30
505,10,10,22,23
506,6,6,34,33
507,10,10,22,23
508,8,9,25,25
509,7,7,29,31
510,7,7,35,34
511,6,6,24,28
512,7,6,28,29
513,7,7,25,27
514,8,7,35,31
515,8,5,47,34
516,5,5,37,37
517,10,10,20,22
518,5,5,28,29
519,7,7,25,25
520,7,6,24,24
521,6,5,31,30
522,9,9,24,24
523,5,5,43,44
524,8,7,23,25
525,5,5,35,34
526,9,8,28,26
527,6,7,27,27
528,5,5,46,50
529,8,8,24,26
530,7,8,27,27
531,7,6,24,27
532,5,5,41,40
533,6,6,29,28
534,9,11,19,20
535,11,10,20,19
536,5,5,35,32
537,7,8,30,29
538,9,10,22,21
539,8,8,26,24
540,6,6,26,32
541,5,5,41,37
542,7,7,35,31
543,10,10,20,21
544,7,7,25,26
545,4,4,50,50
546,11,12,20,21
547,10,9,21,22
548,8,8,27,26
549,10,10,21,21
550,5,4,36,34
551,5,5,49,48
552,10,10,22,23
553,10,11,19,22
554,7,6,24,26
555,6,6,29,29
556,9,8,24,27
557,7,7,29,28
558,6,6,37,40
559,5,5,38,35
560,9,8,22,22
561,7,7,25,27
562,8,9,23,24
563,8,8,31,30
564,7,6,30,27
565,9,8,24,24
566,8,6,30,29
567,5,5,37,37
568,9,10,23,24
569,5,5,31,29
570,7,6,44,38
571,6,6,36,30
572,8,8,28,30
573,5,5,35,35
574,6,5,27,30
575,6,7,29,31
576,10,9,23,23
577,6,6,34,34
578,9,9,21,22
579,8,7,26,25
580,11,11,19,19
581,8,8,23,23
582,8,8,22,27
583,11,11,19,20
584,7,7,47,46
585,8,8,29,27
586,8,7,23,24
587,8,7,26,28
588,6,6,39,39
589,12,13,17,21
590,7,8,22,28
591,8,9,27,28
592,5,5,32,30
593,10,9,21,20
594,4,2,59,54
595,12,13,17,18
596,8,7,23,25
597,6,5,31,31
598,9,10,20,22
599,10,9,25,21
600,6,6,30,28
601,9,9,21,24
602,8,8,29,25
603,6,6,30,32
604,9,9,23,24
605,8,8,24,23
606,9,9,24,24
607,8,8,26,27
608,6,5,41,41
609,10,11,19,21
610,5,4,44,41
611,6,6,31,31
612,10,11,19,23
613,6,7,43,44
614,8,8,24,25
615,9,10,22,24
616,5,5,33,33
617,9,10,24,26
618,11,11,23,23
619,4,4,38,38
620,9,9,23,24
621,10,10,26,25
622,7,7,28,28
623,6,6,30,27
624,8,7,25,26
625,7,7,25,25
626,6,6,27,26
627,8,8,32,29
628,6,5,31,30
629,7,8,34,34
630,5,5,35,32
631,6,6,31,29
632,5,5,50,46
633,6,5,42,34
634,7,8,29,29
635,8,8,29,30
636,5,5,29,32
637,6,6,34,33
638,11,11,19,20
639,6,6,34,32
640,9,8,24,25
641,8,7,31,31
642,6,6,36,34
643,7,7,31,31
644,9,8,24,21
645,12,13,17,20
646,5,5,47,45
647,10,10,20,21
648,8,8,22,22
649,8,11,29,40
650,5,5,29,31
651,5,5,33,32
652,8,11,23,24
653,7,8,28,28
654,10,10,24,22
655,6,6,30,31
656,8,8,25,24
657,7,7,31,33
658,5,5,30,30
659,8,8,28,26
660,11,11,19,21
661,5,5,49,42
662,6,7,34,34
663,7,7,32,28
664,7,6,24,25
665,3,3,44,44
666,10,10,20,19
667,4,4,38,42
668,13,19,19,30
669,11,10,20,20
670,10,12,24,24
671,6,5,28,28
672,7,7,37,34
673,11,11,21,21
674,8,8,22,25
675,7,7,32,30
676,7,7,27,26
677,7,7,29,28
678,9,9,21,24
679,8,8,24,28
680,7,7,31,28
681,9,9,21,23
682,11,12,18,21
683,6,8,40,42
684,8,6,32,30
685,10,10,20,21
686,7,7,26,29
687,7,5,33,30
688,7,7,23,25
689,9,10,23,22
690,6,6,32,33
691,7,7,29,27
692,7,7,27,29
693,9,9,24,24
694,10,10,20,20
695,10,11,19,22
696,7,7,33,30
697,9,9,21,23
698,6,5,27,31
699,9,9,23,25
700,8,8,28,30
701,7,4,43,40
702,7,7,27,25
703,5,6,50,50
704,10,10,23,24
705,9,9,27,26
706,11,11,19,20
707,7,6,26,24
708,6,6,35,37
709,7,7,27,24
710,10,9,25,25
711,10,10,20,20
712,11,11,19,19
713,6,6,26,27
714,11,13,17,19
715,5,4,48,44
716,9,9,25,25
717,9,9,23,23
718,9,9,21,22
719,8,8,28,25
720,10,10,20,20
721,6,7,33,32
722,9,8,24,23
723,7,7,23,27
724,12,14,16,19
725,5,5,36,35
726,8,10,35,30
727,8,8,28,27
728,7,19,19,24
729,9,9,22,21
730,11,11,20,18
731,7,6,30,28
732,7,7,26,26
733,9,9,24,25
734,9,8,28,28
735,7,7,31,30
736,7,7,25,27
737,7,7,25,28
738,5,5,43,44
739,6,6,34,32
740,6,6,26,28
741,10,10,20,19
742,11,10,20,22
743,10,11,23,22
744,6,5,37,35
745,8,7,25,24
746,9,8,28,24
747,6,5,33,30
748,11,10,26,25
749,5,5,33,34
750,8,9,25,22
751,5,5,37,35
752,10,9,22,23
753,10,9,21,23
754,11,10,20,19
755,11,13,17,23
756,5,5,43,43
757,8,8,31,28
758,10,11,21,22
759,9,10,21,23
760,9,8,24,24
761,6,6,26,27
762,7,7,25,27
763,4,4,44,47
764,8,10,26,28
765,8,8,26,27
766,4,3,31,37
767,9,9,27,23
768,9,9,25,25
769,9,9,21,23
770,6,8,35,43
771,5,5,34,35
772,6,7,27,30
773,8,7,30,30
774,9,9,21,23
775,7,7,30,30
776,10,8,22,21
777,4,4,47,50
778,5,5,33,31
779,7,7,26,28
780,11,11,21,20
781,5,2,86,58
782,8,8,25,27
783,8,8,28,30
784,8,8,26,27
785,7,6,24,27
786,5,5,47,44
787,8,8,25,24
788,5,6,39,40
789,7,7,30,30
790,9,6,26,25
791,7,6,34,33
792,4,4,42,42
793,6,6,26,28
794,11,11,19,18
795,8,7,27,29
796,5,5,49,48
797,7,7,26,27
798,7,7,32,31
799,9,8,22,21
800,7,6,30,29
801,6,6,28,28
802,4,4,43,43
803,11,11,19,21
804,8,7,23,25
805,8,8,28,26
806,11,10,20,21
807,7,7,25,25
808,4,4,54,56
809,8,7,29,31
810,4,3,39,40
811,8,6,28,26
812,8,7,26,27
813,6,6,28,29
814,11,11,19,20
815,6,6,30,34
816,3,3,53,52
817,10,10,20,21
818,5,5,45,41
819,6,6,35,38
820,8,7,23,23
821,9,9,23,23
822,9,10,20,20
823,7,6,30,27
824,6,7,26,31
825,6,5,39,38
826,8,8,40,29
827,7,7,27,27
828,10,10,22,22
829,6,5,41,37
830,5,5,36,35
831,9,10,22,24
832,6,7,35,30
833,7,6,24,25
834,10,9,21,24
835,7,8,32,29
836,11,11,23,23
837,7,7,23,25
838,9,9,23,25
839,7,7,27,27
840,12,14,16,18
841,4,4,64,66
842,8,10,23,27
843,7,8,28,29
844,4,2,68,56
845,6,6,34,38
846,3,3,55,51
847,10,11,19,22
848,4,4,51,54
849,7,7,35,33
850,6,6,36,36
851,7,7,29,30
852,7,7,27,27
853,7,7,26,29
854,9,9,25,27
855,10,11,19,26
856,9,10,20,21
857,6,6,28,31
858,8,7,25,28
859,11,11,19,20
860,8,8,29,27
861,7,7,27,27
862,8,7,25,26
863,6,6,27,31
864,7,8,23,27
865,6,6,33,33
866,7,7,35,28
867,8,7,25,25
868,8,8,27,26
869,4,4,52,55
870,4,4,62,63
871,6,6,30,30
872,8,8,24,26
873,7,6,34,30
874,10,11,23,23
875,10,9,24,21
876,7,7,29,31
877,7,6,39,40
878,8,7,25,26
879,9,9,21,21
880,10,10,26,24
881,5,3,45,46
882,8,8,22,22
883,2,2,86,72
884,10,10,20,20
885,6,6,32,32
886,4,5,41,44
887,8,9,35,32
888,5,4,44,35
889,7,7,29,28
890,4,4,44,41
891,10,10,23,26
892,9,9,23,24
893,11,10,20,21
894,9,12,28,30
895,8,9,27,25
896,7,7,24,26
897,9,8,25,27
898,7,6,34,35
899,6,6,26,26
900,9,9,21,21
901,6,6,28,24
902,8,8,25,23
903,7,7,32,29
904,8,8,30,27
905,6,6,35,32
906,6,6,36,35
907,12,12,21,23
908,8,8,26,24
909,9,9,24,23
910,12,12,18,20
911,10,11,19,24
912,7,6,28,30
913,7,7,27,27
914,6,5,27,30
915,6,6,26,30
916,7,5,37,33
917,9,8,28,29
918,8,8,28,28
919,9,8,24,25
920,5,5,36,34
921,7,6,26,26
922,10,10,23,23
923,7,7,26,26
924,7,7,25,27
925,8,8,23,25
926,9,8,25,26
927,9,8,22,22
928,7,6,26,25
929,8,7,41,38
930,11,13,17,24
931,7,7,36,33
932,8,8,29,29
933,5,5,33,32
934,5,5,31,33
935,9,10,26,26
936,6,7,38,38
937,11,11,21,24
938,6,6,30,29
939,9,8,32,32
940,4,4,60,58
941,7,7,29,27
942,6,6,28,30
943,6,6,28,30
944,3,3,46,49
945,8,9,23,23
946,8,8,28,29
947,11,0,0,15
948,5,5,44,40
949,8,8,28,28
950,9,8,26,27
951,6,6,32,34
952,11,12,18,20
953,9,8,25,25
954,8,7,23,30
955,9,9,25,26
956,6,6,29,26
957,11,9,27,26
958,7,7,27,24
959,10,10,21,22
960,6,6,34,33
961,5,5,29,30
962,9,9,24,24
963,11,11,19,19
964,4,4,42,41
965,9,9,21,20
966,6,5,39,33
967,8,7,25,24
968,8,8,28,25
969,9,8,24,25
970,5,5,30,29
971,1,3,53,45
972,8,8,28,27
973,6,6,28,32
974,8,8,26,25
975,9,9,21,23
976,8,10,29,27
977,8,8,22,23
978,6,6,50,48
979,5,4,29,35
980,9,9,25,26
981,9,10,26,24
982,8,7,23,26
983,8,8,24,23
984,7,7,28,28
985,10,9,23,22
986,6,6,31,29
987,9,9,25,26
988,6,6,30,31
989,10,10,22,24
990,7,6,26,30
991,10,10,22,25
992,6,6,54,53
993,8,8,25,24
994,7,7,27,26
995,6,6,36,38
996,6,6,35,32
997,6,6,32,35
998,4,4,34,35
999,9,8,25,24
1000,7,6,27,27
1001,8,9,25,26
1002,11,14,18,22
1003,7,8,28,29
1004,4,5,41,40
1005,8,7,27,28
1006,7,7,29,27
1007,8,8,34,34
1008,8,8,22,23
1009,10,12,18,22
1010,7,6,37,38
1011,7,7,23,26
1012,8,8,25,24
1013,6,6,32,32
1014,8,8,23,24
1015,7,6,38,38
1016,6,6,38,36
1017,8,7,33,30
1018,6,6,34,35
1019,8,8,26,23
1020,8,7,27,27
1021,9,9,23,24
1022,9,9,27,25
1023,10,11,19,21
1024,9,9,21,26
1025,6,6,33,33
1026,7,7,26,25
1027,7,7,36,32
1028,8,7,27,27
1029,10,10,20,20
1030,8,7,27,28
1031,11,10,20,19
1032,7,7,29,27
1033,7,14,22,26
1034,6,6,26,28
1035,9,9,21,22
1036,10,10,20,21
1037,7,7,23,26
1038,4,4,46,47
1039,10,11,21,20
1040,3,2,76,73
1041,10,11,19,19
1042,6,6,30,31
1043,6,6,38,35
1044,5,5,39,38
1045,8,7,27,28
1046,7,7,26,25
1047,7,7,31,30
1048,6,6,30,30
1049,3,2,52,50
1050,7,6,33,33
1051,4,3,66,65
1052,7,7,32,30
1053,9,9,21,22
1054,8,8,27,25
1055,8,7,26,26
1056,8,8,25,24
1057,6,6,30,29
1058,8,8,26,24
1059,8,7,26,27
1060,9,9,24,24
1061,5,5,49,40
1062,9,7,23,25
1063,5,5,55,55
1064,5,5,36,36
1065,9,8,27,28
1066,10,11,19,22
1067,9,10,23,25
1068,11,12,20,21
1069,8,7,26,25
1070,13,11,19,18
1071,3,4,42,42
1072,7,7,23,24
1073,7,7,31,31
1074,4,4,38,40
1075,4,3,57,56
1076,11,12,18,22
1077,7,7,27,28
1078,7,7,29,25
1079,8,8,25,25
1080,9,9,23,21
1081,10,10,22,21
1082,9,9,25,23
1083,8,7,23,25
1084,8,7,32,30
1085,8,9,27,29
1086,8,8,25,26
1087,6,6,46,42
1088,5,5,37,35
1089,7,8,24,29
1090,6,6,28,29
1091,8,7,23,24
1092,4,4,44,45
1093,8,8,26,25
1094,8,7,23,27
1095,9,9,27,27
1096,8,7,29,28
1097,10,10,20,20
1098,11,10,20,19
1099,6,6,31,32
1100,9,9,21,20
1101,8,10,20,25
1102,8,7,25,24
1103,8,8,25,24
1104,11,11,19,21
1105,4,8,40,45
1106,8,8,26,25
1107,6,8,30,32
1108,6,5,31,33
1109,10,10,23,22
1110,8,7,29,28
1111,8,8,36,32
1112,5,4,46,50
1113,8,8,25,26
1114,9,9,23,24
1115,8,8,27,27
1116,4,4,49,49
1117,9,10,20,22
1118,8,8,24,24
1119,9,11,19,23
1120,9,9,27,25
1121,4,4,40,36
1122,8,8,22,23
1123,9,9,21,21
1124,6,6,28,28
1125,6,6,46,44
1126,5,5,37,36
1127,4,4,50,46
1128,8,8,22,23
1129,13,12,18,18
1130,6,6,31,32
1131,7,7,29,28
1132,7,7,31,31
1133,6,6,35,35
1134,8,8,25,26
1135,18,0,0,16
1136,6,5,27,28
1137,9,14,22,27
1138,6,6,32,32
1139,10,12,20,23
1140,9,9,21,20
1141,8,7,23,26
1142,8,8,28,29
1143,8,9,25,25
1144,9,10,21,24
1145,8,9,23,25
1146,5,5,37,37
1147,7,7,31,30
1148,7,9,27,28
1149,5,5,42,44
1150,6,6,39,38
1151,9,9,21,21
1152,10,10,20,21
1153,6,4,32,32
1154,10,9,23,23
1155,9,9,21,21
1156,8,8,22,22
1157,11,12,18,19
1158,4,4,52,55
1159,8,8,28,29
1160,8,7,25,28
1161,7,8,28,25
1162,9,10,20,21
1163,8,7,27,27
1164,7,7,23,24
1165,9,9,22,23
1166,4,4,60,62
1167,6,6,28,26
1168,8,8,25,24
1169,8,8,40,32
1170,11,11,19,19
1171,10,10,20,21
1172,6,6,27,28
1173,6,6,38,36
1174,6,6,26,29
1175,6,6,38,38
1176,7,6,33,33
1177,7,7,26,27
1178,10,11,22,23
1179,11,11,19,20
1180,5,5,36,37
1181,4,4,40,44
1182,9,9,21,22
1183,10,9,27,26
1184,6,5,29,29
1185,9,10,20,20
1186,4,4,36,45
1187,7,7,29,27
1188,5,5,45,46
1189,11,12,18,19
1190,5,5,49,49
1191,5,5,37,34
1192,6,6,36,35
1193,5,4,46,47
1194,10,10,20,23
1195,8,8,32,30
1196,7,6,28,29
1197,8,8,36,34
1198,8,8,24,25
1199,8,8,28,29
1200,8,10,22,21
1201,4,3,39,36
1202,9,9,23,23
1203,7,7,31,31
1204,8,8,22,22
1205,6,6,45,38
1206,8,7,26,25
1207,7,7,31,27
1208,7,6,24,25
1209,8,8,22,23
1210,7,9,21,28
1211,9,9,21,23
1212,8,7,29,28
1213,7,7,27,29
1214,9,8,27,24
1215,4,4,48,46
1216,9,9,24,24
1217,6,6,31,30
1218,8,8,24,25
1219,9,8,22,22
1220,8,8,28,25
1221,12,12,18,18
1222,8,8,28,28
1223,6,6,27,27
1224,6,6,26,29
1225,8,8,29,31
1226,10,9,25,23
1227,4,4,37,38
1228,5,5,29,28
1229,6,6,29,31
1230,9,9,24,26
1231,6,6,42,42
1232,9,9,21,22
1233,7,7,27,29
1234,6,6,54,53
1235,6,6,26,27
1236,10,9,21,23
1237,8,8,22,25
1238,9,9,25,26
1239,9,9,25,27
1240,10,10,23,22
1241,8,7,25,27
1242,7,7,30,30
1243,4,3,61,60
1244,8,8,24,24
1245,6,6,26,26
1246,9,9,21,23
1247,8,8,31,27
1248,8,9,23,25
1249,4,3,41,43
1250,8,8,31,31
1251,3,4,44,39
1252,5,5,35,35
1253,6,6,27,28
1254,8,7,25,26
1255,5,5,37,38
1256,5,5,41,41
1257,6,6,24,28
1258,5,5,35,33
1259,5,5,39,38
1260,9,9,27,24
1261,7,7,29,27
1262,6,5,57,55
1263,8,8,22,24
1264,8,8,24,24
1265,7,7,25,24
1266,10,10,23,21
1267,6,6,38,39
1268,8,8,28,26
1269,5,4,26,34
1270,9,9,22,22
1271,10,9,23,21
1272,7,7,29,29
1273,5,5,25,30
1274,6,5,25,27
1275,10,9,21,25
1276,8,8,25,25
1277,4,4,67,63
1278,9,11,19,20
1279,8,8,29,32
1280,8,8,28,27
1281,5,5,37,36
1282,9,9,24,24
1283,10,10,20,20
1284,11,10,22,23
1285,8,8,25,26
1286,5,5,47,46
1287,8,8,33,31
1288,4,2,58,55
1289,4,4,30,34
1290,9,11,20,22
1291,8,8,22,24
1292,8,8,37,33
1293,10,10,20,19
1294,9,9,23,23
1295,4,4,49,46
1296,5,5,37,40
1297,10,10,24,22
1298,8,7,23,24
1299,9,9,21,21
1300,8,7,23,25
1301,8,9,37,34
1302,9,9,21,23
1303,9,10,20,21
1304,8,7,23,22
1305,10,13,17,22
1306,5,5,40,39
1307,7,7,27,28
1308,6,6,32,33
1309,9,9,25,24
1310,6,5,28,27
1311,5,3,39,36
1312,7,7,38,36
1313,8,9,22,24
1314,8,8,25,24
1315,9,9,24,24
1316,8,7,23,23
1317,7,7,32,30
1318,7,6,32,32
1319,6,6,32,31
1320,8,8,27,29
1321,7,7,26,25
1322,5,5,45,41
1323,7,7,25,25
1324,9,9,25,24
1325,8,7,23,23
1326,10,9,21,22
1327,9,9,27,28
1328,6,6,32,31
1329,7,7,29,28
1330,5,5,37,39
1331,7,7,32,34
1332,8,8,24,23
1333,6,6,40,41
1334,4,4,64,67
1335,8,7,25,27
1336,8,8,22,24
1337,9,9,21,21
1338,6,6,32,31
1339,8,9,21,23
1340,8,8,24,24
1341,11,12,18,20
1342,10,10,20,22
1343,8,8,23,24
1344,12,11,19,20
1345,8,8,28,29
1346,8,8,27,27
1347,9,11,25,24
1348,9,10,20,19
1349,9,9,27,26
1350,6,6,35,37
1351,8,8,29,27
1352,7,6,32,31
1353,4,3,41,38
1354,6,5,37,35
1355,8,8,22,23
1356,7,7,29,27
1357,11,12,18,21
1358,12,12,18,19
