,h11_pred,h11_true,h21_pred,h21_true
212,6,6,32,31
213,5,6,34,34
214,8,8,22,21
215,6,5,29,28
216,6,6,28,28
217,6,6,32,32
218,12,13,17,15
219,6,4,42,38
220,7,7,29,28
221,9,8,26,25
222,7,7,32,30
223,11,11,19,21
224,8,8,31,31
225,8,8,25,24
226,12,12,22,20
227,7,7,28,27
228,8,8,28,28
229,6,6,32,32
230,12,12,18,19
231,8,8,25,24
232,8,7,23,26
233,4,4,41,43
234,7,7,25,24
235,4,4,58,59
236,10,10,23,22
237,5,5,43,42
238,8,8,24,24
239,7,6,26,26
240,10,9,21,21
241,11,9,23,20
242,7,7,26,25
243,9,9,24,25
244,5,5,31,33
245,7,7,23,22
246,4,4,48,49
247,7,7,25,25
248,9,9,21,22
249,11,11,19,19
250,6,6,31,30
251,2,3,53,53
252,7,7,30,31
253,11,11,19,19
254,10,12,18,18
255,6,6,37,38
256,6,5,26,28
257,11,11,21,22
258,8,8,26,26
259,9,9,23,25
260,6,6,28,27
261,6,6,38,40
262,10,9,23,24
263,9,9,23,23
264,7,6,30,32
265,3,3,57,55
266,6,7,41,40
267,5,5,34,34
268,7,7,24,23
269,7,7,36,32
270,6,6,32,32
271,10,10,20,20
272,7,7,23,22
273,6,6,34,34
274,4,4,44,45
275,9,10,20,21
276,6,6,30,29
277,8,8,28,28
278,8,8,25,24
279,6,6,28,27
280,8,8,25,27
281,12,13,17,19
282,8,8,23,22
283,7,4,38,34
284,9,9,21,22
285,1,2,68,70
286,11,11,19,19
287,6,6,38,36
288,6,6,35,34
289,8,7,25,26
290,8,8,24,25
291,2,2,77,74
292,5,5,35,34
293,7,7,25,25
294,8,8,22,24
295,3,3,47,48
296,4,4,54,46
297,5,5,37,36
298,7,7,37,37
299,7,7,47,45
300,6,5,29,31
301,9,9,23,24
302,10,9,24,23
303,8,8,26,25
304,7,6,36,35
305,7,7,31,29
306,7,7,26,25
307,6,6,32,32
308,5,5,46,44
309,6,6,34,32
310,6,6,27,27
311,4,4,50,48
312,5,5,37,36
313,9,10,20,24
314,6,6,34,33
315,9,9,21,22
316,12,12,22,19
317,5,5,37,36
318,7,7,29,28
319,8,8,26,26
320,8,9,21,23
321,7,7,29,28
322,8,8,38,36
323,5,5,29,31
324,8,8,22,24
325,5,5,37,38
326,7,7,35,32
327,8,8,28,29
328,8,8,27,27
329,3,3,47,48
330,5,5,52,53
331,9,9,21,23
332,9,8,22,22
333,5,5,29,31
334,9,8,29,25
335,10,10,23,23
336,10,11,19,19
337,8,8,31,29
338,5,5,33,33
339,8,7,23,24
340,8,8,22,23
341,8,8,28,29
342,10,9,23,23
343,10,11,19,20
344,8,8,24,22
345,6,5,35,33
346,3,3,55,50
347,5,5,35,36
348,7,7,27,29
349,7,7,32,27
350,10,10,24,23
351,7,7,29,27
352,5,5,43,41
353,5,5,39,38
354,7,7,29,30
355,6,7,31,29
356,11,11,25,22
357,9,9,25,26
358,8,8,28,26
359,5,4,52,46
360,8,8,30,30
361,10,9,21,20
362,9,9,21,23
363,9,9,21,21
364,4,4,46,45
365,7,7,29,30
366,7,7,29,29
367,11,14,16,17
368,9,9,21,21
369,9,7,27,24
370,9,9,25,25
371,11,12,18,18
372,6,6,38,37
373,9,9,21,21
374,7,7,23,22
375,5,5,27,28
376,9,9,25,23
377,6,6,32,33
378,11,13,17,17
379,8,8,22,22
380,7,8,23,24
381,5,5,41,42
382,7,7,25,24
383,11,10,22,21
384,7,7,27,28
385,8,8,25,24
386,8,8,26,25
387,9,10,22,24
388,8,9,25,26
389,9,9,28,27
390,9,9,25,24
391,8,8,28,28
392,7,7,25,24
393,9,8,24,23
394,6,6,36,34
395,8,8,27,25
396,9,9,27,27
397,9,10,26,24
398,7,7,31,28
399,9,9,23,26
400,0,0,0,0
401,9,9,21,23
402,9,8,22,24
403,5,5,37,39
404,6,6,34,31
405,8,10,24,24
406,3,2,56,56
407,9,9,33,31
408,7,7,37,36
409,6,6,34,34
410,8,8,24,24
411,10,10,26,24
412,7,7,25,25
413,6,6,31,30
414,10,10,22,22
415,11,11,21,20
416,7,7,25,25
417,8,8,23,23
418,11,10,20,20
419,10,10,23,22
420,10,10,20,21
421,7,7,27,28
422,7,7,28,27
423,9,9,24,24
424,7,7,31,29
425,8,8,22,22
426,8,8,22,22
427,9,9,23,24
428,8,8,26,25
429,6,6,34,33
430,8,8,23,23
431,6,6,34,33
432,6,6,30,29
433,9,9,27,26
434,10,10,20,22
435,10,10,20,21
436,6,6,29,29
437,10,10,20,20
438,8,8,28,27
439,8,9,26,25
440,8,8,24,25
441,7,6,26,27
442,6,6,30,30
443,7,7,35,34
444,6,6,30,30
445,9,9,31,29
446,8,8,26,26
447,10,9,25,24
448,8,8,25,25
449,7,7,27,26
450,8,8,26,25
451,12,12,19,18
452,10,10,21,21
453,7,7,23,24
454,9,9,21,21
455,7,7,25,25
456,8,8,24,25
457,7,7,28,27
458,12,13,17,18
459,4,4,45,45
460,5,4,48,47
461,7,7,27,28
462,8,10,26,35
463,11,11,19,19
464,9,9,22,22
465,5,5,37,38
466,5,5,41,40
467,6,6,30,31
468,7,7,29,29
469,10,10,23,21
470,10,10,20,21
471,10,10,20,20
472,5,5,39,36
473,9,9,24,23
474,10,10,20,20
475,9,9,24,23
476,4,4,44,44
477,6,6,32,31
478,9,9,28,26
479,11,11,19,20
480,7,7,25,25
481,5,5,33,33
482,9,9,21,22
483,9,9,24,24
484,10,11,19,19
485,6,5,29,31
486,3,3,47,45
487,9,8,23,24
488,5,6,34,33
489,10,10,20,21
490,10,10,20,21
491,9,9,21,22
492,9,9,23,22
493,5,5,37,38
494,4,4,56,56
495,8,8,26,24
496,11,12,18,19
497,10,9,25,25
498,10,9,23,22
499,10,10,24,23
500,6,6,30,32
501,4,3,75,73
502,10,11,22,21
503,8,8,22,24
504,6,6,28,30
505,10,10,22,23
506,6,6,34,35
507,10,10,22,21
508,9,9,25,25
509,7,7,29,30
510,7,7,35,33
511,6,6,24,26
512,6,6,28,29
513,7,7,25,25
514,7,7,35,33
515,6,5,47,40
516,5,5,37,37
517,10,10,20,19
518,6,5,28,28
519,8,7,25,24
520,7,6,24,24
521,6,5,31,32
522,9,9,24,25
523,5,5,43,44
524,7,7,23,27
525,6,5,35,35
526,8,8,28,26
527,7,7,27,28
528,5,5,46,47
529,8,8,24,25
530,7,8,27,27
531,6,6,24,27
532,5,5,41,41
533,6,6,29,29
534,11,11,19,19
535,10,10,20,20
536,5,5,35,35
537,8,8,30,30
538,10,10,22,23
539,8,8,26,23
540,6,6,26,29
541,5,5,41,38
542,7,7,35,34
543,10,10,20,20
544,8,7,25,24
545,3,4,50,49
546,11,12,20,21
547,9,9,21,22
548,8,8,27,25
549,10,10,21,20
550,4,4,36,37
551,5,5,49,49
552,10,10,22,22
553,9,11,19,22
554,7,6,24,26
555,6,6,29,28
556,8,8,24,26
557,7,7,29,30
558,6,6,37,39
559,5,5,38,38
560,8,8,22,22
561,7,7,25,25
562,9,9,23,23
563,8,8,31,31
564,6,6,30,30
565,8,8,24,25
566,7,6,30,31
567,5,5,37,38
568,9,10,23,24
569,5,5,31,32
570,6,6,44,41
571,6,6,36,32
572,8,8,28,28
573,5,5,35,36
574,6,5,27,28
575,7,7,29,28
576,10,9,23,22
577,6,6,34,34
578,9,9,21,21
579,7,7,26,26
580,11,11,19,19
581,8,8,23,22
582,8,8,22,25
583,11,11,19,19
584,7,7,47,44
585,8,8,29,27
586,7,7,23,25
587,7,7,26,28
588,6,6,39,40
589,13,13,17,18
590,7,8,22,26
591,8,9,27,26
592,5,5,32,31
593,9,9,21,22
594,3,2,59,60
595,12,13,17,18
596,8,7,23,22
597,5,5,31,32
598,10,10,20,20
599,9,9,25,22
600,6,6,30,29
601,9,9,21,23
602,8,8,29,27
603,6,6,30,30
604,9,9,23,23
605,8,8,24,24
606,9,9,24,23
607,8,8,26,27
608,5,5,41,43
609,11,11,19,18
610,4,4,44,42
611,6,6,31,31
612,10,11,19,20
613,6,7,43,46
614,8,8,24,24
615,11,10,22,22
616,5,5,33,34
617,10,10,24,24
618,11,11,23,22
619,4,4,38,39
620,9,9,23,24
621,10,10,26,24
622,7,7,28,27
623,6,6,30,28
624,8,7,25,26
625,7,7,25,26
626,6,6,27,26
627,8,8,32,30
628,6,5,31,30
629,8,8,34,31
630,5,5,35,34
631,6,6,31,30
632,5,5,50,48
633,6,5,42,37
634,8,8,29,30
635,8,8,29,29
636,5,5,29,31
637,6,6,34,32
638,11,11,19,19
639,6,6,34,32
640,8,8,24,25
641,7,7,31,30
642,6,6,36,38
643,7,7,31,30
644,8,8,24,24
645,12,13,17,18
646,5,5,47,46
647,10,10,20,21
648,9,8,22,22
649,10,11,29,41
650,5,5,29,30
651,5,5,33,34
652,9,11,23,24
653,7,8,28,28
654,10,10,24,25
655,6,6,30,31
656,8,8,25,24
657,7,7,31,31
658,5,5,30,32
659,8,8,28,28
660,11,11,19,20
661,5,5,49,45
662,7,7,34,34
663,7,7,32,30
664,6,6,24,26
665,3,3,44,45
666,10,10,20,20
667,5,4,38,42
668,13,19,19,29
669,10,10,20,21
670,11,12,24,22
671,6,5,28,30
672,7,7,37,36
673,10,11,21,21
674,8,8,22,23
675,7,7,32,34
676,7,7,27,27
677,8,7,29,29
678,9,9,21,23
679,8,8,24,24
680,7,7,31,27
681,10,9,21,21
682,12,12,18,20
683,8,8,40,38
684,7,6,32,33
685,10,10,20,22
686,7,7,26,26
687,6,5,33,32
688,8,7,23,24
689,9,10,23,22
690,6,6,32,32
691,7,7,29,28
692,6,7,27,29
693,9,9,24,23
694,10,10,20,21
695,11,11,19,19
696,7,7,33,30
697,10,9,21,22
698,5,5,27,29
699,10,9,23,22
700,8,8,28,28
701,6,4,43,43
702,7,7,27,26
703,5,6,50,51
704,10,10,23,22
705,9,9,27,26
706,11,11,19,19
707,6,6,26,26
708,5,6,35,38
709,7,7,27,25
710,9,9,25,26
711,10,10,20,21
712,12,11,19,18
713,6,6,26,26
714,12,13,17,17
715,5,4,48,45
716,9,9,25,24
717,9,9,23,23
718,9,9,21,22
719,8,8,28,25
720,10,10,20,20
721,7,7,33,33
722,8,8,24,25
723,7,7,23,24
724,12,14,16,19
725,5,5,36,36
726,9,10,35,31
727,8,8,28,26
728,9,19,19,29
729,9,9,22,22
730,11,11,20,20
731,6,6,30,28
732,7,7,26,25
733,9,9,24,23
734,8,8,28,29
735,6,7,31,30
736,7,7,25,27
737,7,7,25,26
738,5,5,43,42
739,6,6,34,33
740,6,6,26,26
741,10,10,20,19
742,10,10,20,21
743,11,11,23,20
744,6,5,37,35
745,7,7,25,25
746,9,8,28,25
747,5,5,33,33
748,9,10,26,25
749,5,5,33,34
750,10,9,25,21
751,5,5,37,37
752,8,9,22,22
753,9,9,21,22
754,11,10,20,20
755,12,13,17,18
756,6,5,43,45
757,8,8,31,31
758,11,11,21,20
759,9,10,21,23
760,9,8,24,24
761,6,6,26,28
762,8,7,25,26
763,5,4,44,45
764,10,10,26,25
765,7,8,26,26
766,2,3,31,37
767,9,9,27,24
768,9,9,25,25
769,9,9,21,21
770,8,8,35,43
771,5,5,34,34
772,7,7,27,28
773,7,7,30,29
774,9,9,21,21
775,7,7,30,28
776,9,8,22,22
777,4,4,47,49
778,5,5,33,29
779,7,7,26,24
780,11,11,21,21
781,3,2,86,61
782,8,8,25,26
783,8,8,28,29
784,8,8,26,24
785,7,6,24,27
786,5,5,47,44
787,8,8,25,25
788,6,6,39,36
789,7,7,30,30
790,7,6,26,25
791,6,6,34,34
792,4,4,42,43
793,6,6,26,27
794,11,11,19,20
795,7,7,27,29
796,5,5,49,50
797,7,7,26,27
798,7,7,32,32
799,9,8,22,22
800,6,6,30,29
801,6,6,28,26
802,4,4,43,44
803,11,11,19,19
804,6,7,23,27
805,8,8,28,28
806,10,10,20,20
807,7,7,25,24
808,4,4,54,56
809,7,7,29,29
810,4,3,39,37
811,7,6,28,29
812,7,7,26,26
813,6,6,28,29
814,10,11,19,20
815,6,6,30,33
816,3,3,53,52
817,10,10,20,20
818,5,5,45,43
819,6,6,35,37
820,7,7,23,25
821,9,9,23,23
822,9,10,20,20
823,7,6,30,28
824,7,7,26,29
825,5,5,39,37
826,8,8,40,34
827,7,7,27,25
828,10,10,22,22
829,6,5,41,42
830,5,5,36,36
831,10,10,22,21
832,7,7,35,32
833,6,6,24,24
834,9,9,21,24
835,7,8,32,33
836,10,11,23,23
837,7,7,23,25
838,9,9,23,23
839,7,7,27,26
840,13,14,16,17
841,4,4,64,66
842,8,10,23,24
843,7,8,28,28
844,4,2,68,60
845,6,6,34,34
846,2,3,55,55
847,11,11,19,18
848,4,4,51,55
849,7,7,35,33
850,6,6,36,34
851,7,7,29,30
852,7,7,27,27
853,8,7,26,26
854,9,9,25,25
855,11,11,19,21
856,10,10,20,20
857,6,6,28,30
858,7,7,25,26
859,11,11,19,20
860,8,8,29,25
861,7,7,27,26
862,7,7,25,25
863,6,6,27,29
864,8,8,23,25
865,6,6,33,35
866,7,7,35,31
867,7,7,25,25
868,8,8,27,25
869,4,4,52,54
870,4,4,62,62
871,6,6,30,29
872,8,8,24,25
873,6,6,34,34
874,11,11,23,20
875,9,9,24,23
876,7,7,29,28
877,6,6,39,41
878,7,7,25,27
879,9,9,21,21
880,9,10,26,25
881,3,3,45,47
882,8,8,22,22
883,1,2,86,71
884,11,10,20,21
885,6,6,32,33
886,5,5,41,40
887,9,9,35,36
888,4,4,44,40
889,7,7,29,29
890,4,4,44,44
891,10,10,23,22
892,9,9,23,23
893,11,10,20,21
894,10,12,28,24
895,9,9,27,25
896,7,7,24,24
897,8,8,25,24
898,6,6,34,35
899,6,6,26,26
900,9,9,21,21
901,6,6,28,25
902,8,8,25,23
903,7,7,32,33
904,8,8,30,29
905,6,6,35,34
906,6,6,36,34
907,12,12,21,19
908,8,8,26,24
909,9,9,24,22
910,12,12,18,19
911,10,11,19,21
912,6,6,28,30
913,7,7,27,25
914,5,5,27,29
915,6,6,26,27
916,6,5,37,36
917,8,8,28,28
918,8,8,28,27
919,8,8,24,25
920,5,5,36,34
921,6,6,26,25
922,10,10,23,23
923,7,7,26,26
924,7,7,25,26
925,8,8,23,24
926,8,8,25,25
927,8,8,22,22
928,6,6,26,26
929,7,7,41,38
930,11,13,17,20
931,7,7,36,35
932,7,8,29,28
933,5,5,33,33
934,5,5,31,33
935,10,10,26,24
936,7,7,38,35
937,11,11,21,20
938,6,6,30,30
939,8,8,32,29
940,4,4,60,59
941,7,7,29,27
942,6,6,28,31
943,7,6,28,29
944,3,3,46,46
945,9,9,23,24
946,8,8,28,26
947,0,0,0,4
948,5,5,44,42
949,8,8,28,28
950,9,8,26,28
951,6,6,32,32
952,11,12,18,18
953,8,8,25,24
954,6,7,23,29
955,9,9,25,25
956,6,6,29,27
957,10,9,27,25
958,7,7,27,25
959,11,10,21,21
960,6,6,34,33
961,6,5,29,29
962,9,9,24,24
963,11,11,19,18
964,4,4,42,43
965,10,9,21,22
966,5,5,39,36
967,8,7,25,23
968,7,8,28,24
969,8,8,24,25
970,5,5,30,30
971,0,3,53,45
972,8,8,28,27
973,6,6,28,30
974,8,8,26,24
975,9,9,21,22
976,8,10,29,30
977,8,8,22,22
978,6,6,50,49
979,5,4,29,33
980,9,9,25,25
981,10,10,26,24
982,8,7,23,23
983,9,8,24,21
984,7,7,28,27
985,10,9,23,22
986,6,6,31,29
987,9,9,25,24
988,6,6,30,29
989,10,10,22,23
990,7,6,26,27
991,10,10,22,24
992,6,6,54,51
993,8,8,25,25
994,7,7,27,25
995,6,6,36,35
996,6,6,35,35
997,6,6,32,32
998,5,4,34,35
999,8,8,25,23
1000,6,6,27,27
1001,9,9,25,26
1002,14,14,18,17
1003,8,8,28,27
1004,5,5,41,40
1005,8,7,27,26
1006,7,7,29,28
1007,7,8,34,33
1008,8,8,22,23
1009,9,12,18,21
1010,6,6,37,37
1011,7,7,23,25
1012,8,8,25,23
1013,6,6,32,31
1014,8,8,23,23
1015,6,6,38,38
1016,6,6,38,38
1017,7,7,33,32
1018,7,6,34,33
1019,9,8,26,25
1020,7,7,27,26
1021,9,9,23,23
1022,9,9,27,27
1023,11,11,19,21
1024,10,9,21,24
1025,6,6,33,31
1026,7,7,26,25
1027,7,7,36,36
1028,7,7,27,27
1029,11,10,20,21
1030,7,7,27,26
1031,10,10,20,20
1032,7,7,29,27
1033,9,14,22,25
1034,6,6,26,28
1035,9,9,21,23
1036,10,10,20,22
1037,7,7,23,24
1038,4,4,46,46
1039,11,11,21,20
1040,3,2,76,73
1041,11,11,19,20
1042,6,6,30,32
1043,6,6,38,38
1044,5,5,39,38
1045,7,7,27,28
1046,7,7,26,25
1047,7,7,31,28
1048,6,6,30,30
1049,2,2,52,51
1050,6,6,33,32
1051,4,3,66,66
1052,7,7,32,32
1053,10,9,21,23
1054,8,8,27,24
1055,8,7,26,24
1056,8,8,25,25
1057,6,6,30,29
1058,8,8,26,24
1059,7,7,26,25
1060,9,9,24,24
1061,5,5,49,41
1062,8,7,23,23
1063,5,5,55,52
1064,6,5,36,35
1065,8,8,27,27
1066,10,11,19,21
1067,9,10,23,24
1068,11,12,20,19
1069,7,7,26,26
1070,12,11,19,18
1071,4,4,42,42
1072,7,7,23,23
1073,7,7,31,31
1074,4,4,38,41
1075,3,3,57,55
1076,13,12,18,19
1077,7,7,27,25
1078,7,7,29,28
1079,8,8,25,25
1080,8,9,23,22
1081,10,10,22,22
1082,9,9,25,25
1083,8,7,23,23
1084,8,7,32,32
1085,8,9,27,29
1086,8,8,25,24
1087,6,6,46,42
1088,5,5,37,37
1089,7,8,24,27
1090,6,6,28,29
1091,8,7,23,23
1092,4,4,44,46
1093,8,8,26,25
1094,6,7,23,29
1095,9,9,27,26
1096,7,7,29,29
1097,9,10,20,21
1098,10,10,20,21
1099,6,6,31,30
1100,9,9,21,21
1101,11,10,20,20
1102,7,7,25,25
1103,8,8,25,24
1104,11,11,19,19
1105,5,8,40,43
1106,8,8,26,24
1107,8,8,30,32
1108,5,5,31,32
1109,10,10,23,23
1110,7,7,29,26
1111,8,8,36,34
1112,5,4,46,47
1113,8,8,25,26
1114,9,9,23,24
1115,8,8,27,26
1116,4,4,49,50
1117,9,10,20,22
1118,8,8,24,23
1119,10,11,19,22
1120,8,9,27,27
1121,4,4,40,37
1122,8,8,22,22
1123,9,9,21,20
1124,6,6,28,31
1125,6,6,46,45
1126,5,5,37,37
1127,4,4,50,46
1128,8,8,22,22
1129,12,12,18,20
1130,7,6,31,30
1131,7,7,29,27
1132,7,7,31,29
1133,6,6,35,34
1134,8,8,25,25
1135,22,0,0,13
1136,6,5,27,28
1137,12,14,22,25
1138,6,6,32,32
1139,10,12,20,24
1140,9,9,21,21
1141,7,7,23,26
1142,8,8,28,28
1143,9,9,25,24
1144,10,10,21,21
1145,9,9,23,25
1146,5,5,37,36
1147,7,7,31,30
1148,9,9,27,26
1149,5,5,42,42
1150,6,6,39,37
1151,9,9,21,22
1152,9,10,20,21
1153,5,4,32,35
1154,9,9,23,22
1155,10,9,21,19
1156,8,8,22,22
1157,11,12,18,18
1158,4,4,52,53
1159,8,8,28,27
1160,7,7,25,25
1161,8,8,28,26
1162,10,10,20,22
1163,7,7,27,27
1164,7,7,23,24
1165,9,9,22,22
1166,4,4,60,60
1167,6,6,28,27
1168,9,8,25,25
1169,9,8,40,31
1170,11,11,19,20
1171,10,10,20,20
1172,7,6,27,27
1173,6,6,38,39
1174,6,6,26,30
1175,6,6,38,38
1176,6,6,33,32
1177,8,7,26,25
1178,10,11,22,22
1179,9,11,19,21
1180,5,5,36,35
1181,4,4,40,41
1182,9,9,21,22
1183,9,9,27,26
1184,5,5,29,30
1185,10,10,20,19
1186,4,4,36,43
1187,7,7,29,28
1188,6,5,45,45
1189,11,12,18,18
1190,5,5,49,50
1191,5,5,37,38
1192,6,6,36,34
1193,5,4,46,46
1194,10,10,20,24
1195,8,8,32,31
1196,6,6,28,29
1197,8,8,36,35
1198,8,8,24,24
1199,8,8,28,30
1200,9,10,22,22
1201,3,3,39,40
1202,9,9,23,23
1203,7,7,31,30
1204,8,8,22,24
1205,6,6,45,40
1206,7,7,26,26
1207,7,7,31,25
1208,7,6,24,26
1209,8,8,22,23
1210,7,9,21,27
1211,9,9,21,21
1212,7,7,29,28
1213,8,7,27,27
1214,8,8,27,24
1215,4,4,48,48
1216,9,9,24,24
1217,6,6,31,30
1218,8,8,24,24
1219,8,8,22,23
1220,8,8,28,27
1221,11,12,18,19
1222,8,8,28,28
1223,6,6,27,26
1224,6,6,26,27
1225,8,8,29,29
1226,9,9,25,24
1227,4,4,37,37
1228,5,5,29,29
1229,6,6,29,30
1230,9,9,24,25
1231,6,6,42,41
1232,9,9,21,22
1233,7,7,27,28
1234,6,6,54,51
1235,6,6,26,27
1236,10,9,21,21
1237,8,8,22,22
1238,9,9,25,23
1239,9,9,25,25
1240,10,10,23,20
1241,8,7,25,25
1242,7,7,30,31
1243,3,3,61,58
1244,8,8,24,24
1245,6,6,26,24
1246,9,9,21,22
1247,8,8,31,29
1248,9,9,23,23
1249,3,3,41,42
1250,8,8,31,31
1251,4,4,44,42
1252,5,5,35,33
1253,6,6,27,27
1254,7,7,25,27
1255,5,5,37,37
1256,5,5,41,42
1257,7,6,24,26
1258,5,5,35,35
1259,5,5,39,36
1260,9,9,27,24
1261,7,7,29,28
1262,5,5,57,55
1263,7,8,22,23
1264,9,8,24,25
1265,7,7,25,24
1266,10,10,23,21
1267,6,6,38,37
1268,8,8,28,24
1269,5,4,26,31
1270,9,9,22,22
1271,9,9,23,21
1272,7,7,29,28
1273,6,5,25,30
1274,5,5,25,29
1275,9,9,21,24
1276,8,8,25,24
1277,4,4,67,66
1278,10,11,19,21
1279,9,8,29,30
1280,8,8,28,29
1281,5,5,37,36
1282,9,9,24,23
1283,10,10,20,21
1284,10,10,22,21
1285,8,8,25,24
1286,5,5,47,49
1287,8,8,33,32
1288,3,2,58,54
1289,5,4,30,33
1290,10,11,20,21
1291,8,8,22,23
1292,8,8,37,35
1293,10,10,20,19
1294,10,9,23,22
1295,4,4,49,48
1296,5,5,37,38
1297,10,10,24,23
1298,7,7,23,25
1299,9,9,21,21
1300,7,7,23,24
1301,8,9,37,36
1302,9,9,21,20
1303,9,10,20,21
1304,8,7,23,23
1305,10,13,17,20
1306,5,5,40,40
1307,7,7,27,27
1308,6,6,32,33
1309,9,9,25,23
1310,4,5,28,28
1311,4,3,39,38
1312,7,7,38,38
1313,8,9,22,24
1314,8,8,25,24
1315,9,9,24,24
1316,7,7,23,24
1317,7,7,32,30
1318,6,6,32,31
1319,6,6,32,31
1320,8,8,27,27
1321,7,7,26,25
1322,5,5,45,44
1323,7,7,25,25
1324,9,9,25,25
1325,8,7,23,23
1326,9,9,21,21
1327,9,9,27,28
1328,6,6,32,32
1329,7,7,29,29
1330,5,5,37,38
1331,7,7,32,33
1332,8,8,24,23
1333,6,6,40,40
1334,4,4,64,67
1335,7,7,25,25
1336,8,8,22,25
1337,9,9,21,20
1338,6,6,32,32
1339,9,9,21,23
1340,8,8,24,23
1341,10,12,18,20
1342,11,10,20,20
1343,8,8,23,23
1344,11,11,19,19
1345,8,8,28,29
1346,9,8,27,27
1347,10,11,25,24
1348,10,10,20,19
1349,9,9,27,28
1350,6,6,35,35
1351,8,8,29,28
1352,6,6,32,33
1353,3,3,41,40
1354,5,5,37,36
1355,8,8,22,24
1356,7,7,29,28
1357,11,12,18,20
1358,10,12,18,20
