,h11_pred,h11_true,h21_pred,h21_true
989,10,10,22,24
990,7,6,26,27
991,10,10,22,24
992,6,6,54,49
993,7,8,25,24
994,7,7,27,24
995,6,6,36,36
996,6,6,35,33
997,6,6,32,33
998,4,4,34,35
999,9,8,25,25
1000,6,6,27,27
1001,9,9,25,25
1002,13,14,18,22
1003,7,8,28,28
1004,4,5,41,42
1005,7,7,27,27
1006,7,7,29,28
1007,8,8,34,35
1008,9,8,22,23
1009,10,12,18,22
1010,6,6,37,38
1011,7,7,23,26
1012,8,8,25,23
1013,6,6,32,34
1014,9,8,23,24
1015,6,6,38,35
1016,6,6,38,36
1017,7,7,33,33
1018,6,6,34,34
1019,9,8,26,26
1020,7,7,27,26
1021,9,9,23,23
1022,9,9,27,25
1023,12,11,19,19
1024,10,9,21,24
1025,6,6,33,32
1026,7,7,26,27
1027,7,7,36,35
1028,7,7,27,29
1029,9,10,20,21
1030,8,7,27,25
1031,11,10,20,20
1032,7,7,29,28
1033,7,14,22,29
1034,6,6,26,29
1035,10,9,21,21
1036,11,10,20,20
1037,7,7,23,26
1038,4,4,46,48
1039,10,11,21,21
1040,3,2,76,74
1041,11,11,19,19
1042,6,6,30,31
1043,7,6,38,34
1044,5,5,39,39
1045,8,7,27,27
1046,8,7,26,26
1047,7,7,31,30
1048,7,6,30,30
1049,2,2,52,52
1050,6,6,33,31
1051,3,3,66,66
1052,8,7,32,30
1053,9,9,21,22
1054,8,8,27,27
1055,7,7,26,27
1056,8,8,25,25
1057,6,6,30,32
1058,8,8,26,24
1059,8,7,26,25
1060,9,9,24,23
1061,6,5,49,42
1062,9,7,23,23
1063,5,5,55,53
1064,5,5,36,34
1065,7,8,27,27
1066,10,11,19,22
1067,10,10,23,24
1068,11,12,20,23
1069,7,7,26,24
1070,12,11,19,15
1071,4,4,42,41
1072,7,7,23,24
1073,8,7,31,30
1074,4,4,38,39
1075,3,3,57,56
1076,12,12,18,21
1077,7,7,27,25
1078,7,7,29,28
1079,8,8,25,25
1080,8,9,23,21
1081,10,10,22,22
1082,8,9,25,25
1083,7,7,23,25
1084,8,7,32,29
1085,7,9,27,30
1086,8,8,25,25
1087,6,6,46,39
1088,5,5,37,36
1089,7,8,24,28
1090,7,6,28,30
1091,7,7,23,25
1092,4,4,44,44
1093,8,8,26,24
1094,7,7,23,25
1095,9,9,27,27
1096,8,7,29,28
1097,10,10,20,20
1098,11,10,20,19
1099,6,6,31,31
1100,9,9,21,21
1101,8,10,20,26
1102,7,7,25,25
1103,8,8,25,24
1104,11,11,19,19
1105,5,8,40,42
1106,8,8,26,25
1107,7,8,30,32
1108,5,5,31,32
1109,10,10,23,22
1110,8,7,29,26
1111,7,8,36,37
1112,5,4,46,50
1113,8,8,25,26
1114,9,9,23,25
1115,8,8,27,28
1116,4,4,49,52
1117,10,10,20,19
1118,9,8,24,24
1119,10,11,19,23
1120,9,9,27,26
1121,4,4,40,37
1122,9,8,22,23
1123,9,9,21,20
1124,7,6,28,30
1125,6,6,46,45
1126,5,5,37,38
1127,4,4,50,48
1128,8,8,22,21
1129,10,12,18,23
1130,6,6,31,30
1131,8,7,29,25
1132,7,7,31,30
1133,6,6,35,36
1134,8,8,25,27
1135,14,0,0,17
1136,6,5,27,28
1137,10,14,22,28
1138,6,6,32,33
1139,10,12,20,25
1140,9,9,21,21
1141,7,7,23,23
1142,8,8,28,27
1143,8,9,25,25
1144,10,10,21,21
1145,8,9,23,26
1146,5,5,37,36
1147,6,7,31,31
1148,9,9,27,26
1149,5,5,42,44
1150,6,6,39,37
1151,10,9,21,20
1152,10,10,20,20
1153,4,4,32,34
1154,11,9,23,21
1155,9,9,21,21
1156,8,8,22,21
1157,10,12,18,20
1158,4,4,52,55
1159,8,8,28,32
1160,8,7,25,27
1161,8,8,28,26
1162,9,10,20,23
1163,7,7,27,28
1164,7,7,23,22
1165,9,9,22,21
1166,5,4,60,58
1167,6,6,28,30
1168,8,8,25,23
1169,9,8,40,29
1170,10,11,19,19
1171,9,10,20,22
1172,6,6,27,28
1173,6,6,38,38
1174,6,6,26,29
1175,6,6,38,38
1176,6,6,33,34
1177,7,7,26,26
1178,11,11,22,22
1179,10,11,19,20
1180,5,5,36,36
1181,4,4,40,41
1182,9,9,21,22
1183,10,9,27,27
1184,5,5,29,31
1185,10,10,20,20
1186,4,4,36,40
1187,7,7,29,26
1188,5,5,45,43
1189,11,12,18,20
1190,5,5,49,51
1191,5,5,37,38
1192,6,6,36,33
1193,5,4,46,48
1194,9,10,20,23
1195,8,8,32,33
1196,6,6,28,30
1197,8,8,36,33
1198,8,8,24,24
1199,6,8,28,33
1200,9,10,22,21
1201,3,3,39,38
1202,9,9,23,23
1203,7,7,31,32
1204,8,8,22,24
1205,6,6,45,37
1206,8,7,26,26
1207,8,7,31,26
1208,7,6,24,24
1209,8,8,22,23
1210,8,9,21,27
1211,9,9,21,22
1212,7,7,29,28
1213,7,7,27,29
1214,8,8,27,23
1215,4,4,48,48
1216,9,9,24,23
1217,6,6,31,30
1218,8,8,24,24
1219,8,8,22,23
1220,8,8,28,25
1221,11,12,18,19
1222,9,8,28,26
1223,6,6,27,26
1224,6,6,26,27
1225,8,8,29,30
1226,10,9,25,24
1227,4,4,37,38
1228,5,5,29,29
1229,6,6,29,30
1230,9,9,24,25
1231,6,6,42,41
1232,9,9,21,22
1233,7,7,27,28
1234,6,6,54,52
1235,7,6,26,31
1236,9,9,21,21
1237,8,8,22,23
1238,9,9,25,25
1239,9,9,25,26
1240,10,10,23,22
1241,8,7,25,28
1242,6,7,30,32
1243,3,3,61,57
1244,8,8,24,25
1245,6,6,26,27
1246,9,9,21,22
1247,8,8,31,25
1248,8,9,23,24
1249,4,3,41,43
1250,8,8,31,32
1251,4,4,44,40
1252,5,5,35,34
1253,6,6,27,28
1254,8,7,25,25
1255,5,5,37,37
1256,5,5,41,41
1257,6,6,24,27
1258,5,5,35,32
1259,5,5,39,38
1260,9,9,27,25
1261,7,7,29,27
1262,5,5,57,54
1263,7,8,22,24
1264,9,8,24,24
1265,7,7,25,24
1266,10,10,23,21
1267,6,6,38,37
1268,8,8,28,26
1269,5,4,26,32
1270,9,9,22,22
1271,9,9,23,22
1272,7,7,29,30
1273,5,5,25,28
1274,6,5,25,25
1275,9,9,21,28
1276,8,8,25,25
1277,4,4,67,63
1278,10,11,19,20
1279,8,8,29,30
1280,9,8,28,28
1281,6,5,37,37
1282,9,9,24,24
1283,10,10,20,20
1284,11,10,22,22
1285,8,8,25,26
1286,5,5,47,46
1287,8,8,33,29
1288,3,2,58,58
1289,4,4,30,34
1290,10,11,20,21
1291,8,8,22,23
1292,8,8,37,32
1293,11,10,20,18
1294,9,9,23,23
1295,4,4,49,47
1296,6,5,37,40
1297,10,10,24,23
1298,8,7,23,23
1299,9,9,21,20
1300,8,7,23,26
1301,8,9,37,37
1302,9,9,21,22
1303,10,10,20,20
1304,7,7,23,22
1305,11,13,17,19
1306,5,5,40,39
1307,7,7,27,27
1308,6,6,32,33
1309,10,9,25,22
1310,5,5,28,29
1311,4,3,39,37
1312,7,7,38,36
1313,8,9,22,26
1314,8,8,25,24
1315,9,9,24,25
1316,7,7,23,23
1317,8,7,32,30
1318,6,6,32,32
1319,6,6,32,32
1320,8,8,27,28
1321,7,7,26,25
1322,5,5,45,42
1323,7,7,25,27
1324,9,9,25,23
1325,8,7,23,23
1326,10,9,21,23
1327,8,9,27,28
1328,6,6,32,31
1329,7,7,29,29
1330,5,5,37,42
1331,7,7,32,35
1332,8,8,24,24
1333,6,6,40,40
1334,5,4,64,62
1335,8,7,25,28
1336,8,8,22,25
1337,9,9,21,21
1338,6,6,32,32
1339,8,9,21,23
1340,8,8,24,23
1341,10,12,18,26
1342,10,10,20,23
1343,8,8,23,23
1344,12,11,19,20
1345,8,8,28,27
1346,8,8,27,28
1347,9,11,25,28
1348,10,10,20,19
1349,9,9,27,26
1350,6,6,35,37
1351,8,8,29,28
1352,6,6,32,32
1353,4,3,41,39
1354,6,5,37,36
1355,8,8,22,22
1356,7,7,29,29
1357,11,12,18,21
1358,12,12,18,20
