,h11_pred,h11_true
679,6,6
680,2,3
681,6,7
682,10,9
683,4,4
684,10,9
685,7,7
686,9,8
687,10,10
688,8,10
689,6,5
690,8,8
691,10,10
692,7,7
693,7,7
694,7,7
695,6,6
696,6,7
697,4,4
698,6,6
699,4,5
700,7,6
701,4,4
702,6,8
703,10,0
704,6,6
705,11,11
706,6,7
707,9,10
708,8,8
709,5,19
710,8,8
711,7,6
712,6,6
713,6,6
714,5,5
715,9,10
716,7,7
717,10,10
718,9,9
719,8,10
720,9,9
721,9,9
722,9,11
723,4,6
724,10,8
725,8,8
726,7,7
727,8,8
728,6,6
729,10,10
730,5,5
731,7,6
732,7,7
733,4,4
734,7,6
735,7,7
736,5,5
737,6,6
738,6,5
739,5,5
740,5,6
741,10,10
742,5,5
743,8,8
744,7,7
745,6,6
746,5,5
747,5,11
748,5,5
749,10,9
750,6,6
751,5,5
752,8,7
753,6,6
754,9,11
755,9,9
756,9,8
757,6,6
758,8,8
759,10,10
760,7,5
761,9,10
762,9,9
763,10,9
764,7,8
765,8,8
766,8,8
767,11,10
768,8,8
769,5,5
770,8,8
771,10,11
772,6,6
773,10,12
774,8,9
775,4,4
776,5,5
777,9,9
778,7,7
779,6,5
780,7,7
781,7,6
782,4,4
783,4,3
784,7,7
785,4,4
786,8,7
787,9,10
788,8,9
789,7,11
790,9,12
791,8,8
792,8,8
793,6,0
794,10,10
795,6,6
796,10,12
797,7,7
798,7,7
799,9,10
800,5,5
801,9,8
802,9,9
803,9,9
804,5,5
805,9,8
806,10,13
807,9,10
808,4,3
809,5,5
810,6,7
811,8,8
812,11,11
813,8,8
814,7,7
815,6,6
816,7,7
817,9,8
818,5,4
819,8,8
820,10,14
821,6,7
822,7,8
823,8,8
824,7,7
825,13,12
826,9,7
827,8,9
828,7,8
829,7,6
830,4,4
831,9,7
832,6,6
833,4,4
834,8,6
835,7,8
836,6,7
837,4,4
838,10,10
839,7,6
840,7,6
841,9,10
842,8,7
843,8,8
844,7,7
845,10,12
846,9,13
847,9,11
848,7,7
849,8,9
850,7,7
851,6,6
852,10,10
853,8,8
854,6,5
855,6,6
856,8,7
857,9,8
858,6,6
859,6,7
860,9,7
861,8,8
862,4,4
863,7,7
864,8,9
865,9,9
866,9,8
867,8,6
868,10,8
869,6,4
870,6,5
871,6,6
872,9,6
873,8,8
874,10,10
875,5,5
876,9,7
877,11,11
878,10,10
879,9,10
880,8,9
881,4,2
882,10,10
883,8,8
884,9,8
885,10,10
886,7,7
887,8,8
888,5,5
889,11,10
890,9,8
891,7,7
892,8,8
893,9,8
894,7,7
895,5,5
896,9,8
897,7,7
898,7,7
899,7,7
900,6,6
901,8,7
902,5,5
903,7,6
904,9,11
905,10,8
906,9,9
907,7,7
908,12,13
909,9,8
910,8,8
911,4,4
912,6,5
913,9,8
914,9,9
915,8,8
916,7,6
917,5,4
918,6,6
919,6,6
920,5,5
921,11,12
922,7,7
923,7,9
924,7,7
925,5,5
926,6,6
927,3,2
928,8,9
929,9,9
930,6,0
931,8,8
932,8,8
933,5,5
934,4,4
935,8,8
936,11,12
937,9,8
938,5,5
939,7,8
940,6,6
941,7,7
942,9,9
943,6,7
944,8,8
945,8,8
946,9,8
947,9,8
948,8,8
949,7,8
950,3,5
951,6,7
952,6,6
953,7,7
954,8,8
955,5,5
956,8,10
957,7,8
958,8,8
959,6,6
960,10,9
961,5,5
962,9,9
963,5,4
964,6,6
965,10,9
966,6,19
967,8,8
968,8,8
969,7,9
970,6,5
971,9,10
972,6,6
973,5,5
974,7,6
975,5,5
976,8,7
977,8,9
978,9,9
979,7,6
980,7,7
981,11,11
982,4,4
983,9,11
984,8,7
985,10,9
986,10,10
987,7,7
988,10,12
989,6,6
990,9,9
991,10,9
992,10,13
993,6,6
994,8,9
995,6,9
996,6,6
997,5,5
998,9,8
999,9,11
1000,8,8
1001,8,7
1002,4,4
1003,6,6
1004,8,7
1005,9,7
1006,8,8
1007,9,10
1008,5,5
1009,7,7
1010,4,4
1011,7,6
1012,7,7
1013,9,12
1014,8,10
1015,6,6
1016,7,7
1017,10,9
1018,8,8
1019,10,10
1020,8,8
1021,5,5
1022,7,7
1023,5,5
1024,7,7
1025,10,9
1026,11,11
1027,8,8
1028,5,5
1029,8,8
1030,9,10
1031,6,6
1032,8,8
1033,10,10
1034,4,4
1035,5,5
1036,4,4
1037,7,7
1038,8,9
1039,9,11
1040,5,8
1041,8,7
1042,11,12
1043,10,10
1044,8,9
1045,4,4
1046,4,4
1047,9,8
1048,7,8
1049,6,6
1050,7,8
1051,11,11
1052,8,10
1053,9,9
1054,5,5
1055,5,5
1056,5,14
1057,8,9
1058,6,6
1059,5,5
1060,7,7
1061,9,8
1062,11,13
1063,7,7
1064,8,8
1065,11,10
1066,7,7
1067,4,4
1068,6,6
1069,10,11
1070,9,12
1071,6,7
1072,11,11
1073,8,9
1074,7,7
1075,10,10
1076,9,11
1077,4,3
1078,9,10
1079,7,6
1080,4,4
1081,9,11
1082,6,8
1083,5,5
1084,10,10
1085,11,12
1086,7,7
1087,8,8
1088,9,10
1089,9,9
1090,2,3
1091,5,5
1092,11,9
1093,2,2
1094,8,7
1095,6,8
1096,8,8
1097,8,7
1098,7,7
1099,6,5
1100,7,7
1101,10,14
1102,5,8
1103,8,8
1104,10,9
1105,9,13
1106,6,7
1107,11,10
1108,8,8
1109,8,8
1110,11,10
1111,9,8
1112,11,12
1113,7,6
1114,4,4
1115,10,10
1116,6,6
1117,6,6
1118,8,7
1119,10,11
1120,10,10
1121,9,8
1122,9,8
1123,10,10
1124,9,9
1125,7,7
1126,6,6
1127,7,7
1128,9,9
1129,7,6
1130,9,7
1131,10,10
1132,5,4
1133,6,6
1134,8,9
1135,9,9
1136,8,10
1137,5,1
1138,7,7
1139,9,10
1140,8,8
1141,6,6
1142,5,5
1143,10,9
1144,8,8
1145,6,6
1146,8,10
1147,6,6
1148,9,11
1149,8,8
1150,8,8
1151,6,8
1152,5,5
1153,8,8
1154,9,9
1155,5,5
1156,10,10
1157,6,9
1158,10,10
1159,11,11
1160,6,6
1161,8,8
1162,9,6
1163,8,7
1164,10,9
1165,5,5
1166,7,7
1167,10,10
1168,10,8
1169,4,4
1170,9,8
1171,5,5
1172,6,6
1173,5,5
1174,9,9
1175,9,8
1176,9,8
1177,9,13
1178,8,8
1179,3,3
1180,4,3
1181,8,8
1182,6,5
1183,11,11
1184,9,9
1185,6,5
1186,8,7
1187,6,6
1188,7,11
1189,10,10
1190,9,10
1191,6,6
1192,9,9
1193,5,5
1194,5,5
1195,5,5
1196,7,7
1197,8,8
1198,6,5
1199,5,5
1200,7,11
1201,9,8
1202,5,5
1203,2,2
1204,8,8
1205,4,4
1206,7,9
1207,9,11
1208,7,7
1209,7,8
1210,7,8
1211,8,8
1212,7,10
1213,6,6
1214,6,6
1215,8,8
1216,4,4
1217,6,6
1218,7,8
1219,8,8
1220,8,8
1221,7,7
1222,9,8
1223,8,12
1224,6,6
1225,7,8
1226,6,6
1227,7,6
1228,7,7
1229,7,6
1230,5,5
1231,11,10
1232,6,6
1233,6,6
1234,8,7
1235,4,4
1236,11,12
1237,6,6
1238,10,11
1239,7,7
1240,7,7
1241,5,5
1242,4,2
1243,6,3
1244,5,5
1245,7,6
1246,5,5
1247,3,3
1248,4,4
1249,6,6
1250,9,9
1251,10,11
1252,7,8
1253,10,9
1254,6,6
1255,10,10
1256,5,4
1257,8,7
1258,10,11
1259,9,9
1260,7,8
1261,7,8
1262,5,5
1263,5,5
1264,8,8
1265,9,11
1266,7,7
1267,6,5
1268,8,8
1269,8,9
1270,8,8
1271,6,9
1272,11,12
1273,8,7
1274,9,10
1275,9,9
1276,10,10
1277,12,13
1278,8,10
1279,8,8
1280,10,10
1281,6,8
1282,10,10
1283,5,7
1284,7,7
1285,10,11
1286,10,12
1287,7,7
1288,6,6
1289,9,9
1290,10,10
1291,7,8
1292,6,6
1293,6,6
1294,7,7
1295,5,5
1296,4,3
1297,7,7
1298,4,5
1299,7,7
1300,5,7
1301,9,10
1302,7,7
1303,8,8
1304,6,6
1305,6,6
1306,8,8
1307,10,11
1308,5,5
1309,8,9
1310,8,10
1311,7,7
1312,8,8
1313,6,8
1314,7,7
1315,7,7
1316,4,4
1317,7,7
1318,9,7
1319,8,7
1320,5,5
1321,9,10
1322,8,8
1323,5,4
1324,7,9
1325,7,7
1326,10,11
1327,7,7
1328,8,8
1329,7,7
1330,5,5
1331,4,3
1332,9,6
1333,8,9
1334,6,6
1335,11,11
1336,12,10
1337,7,8
1338,3,3
1339,6,3
1340,7,6
1341,9,8
1342,9,9
1343,7,7
1344,8,9
1345,7,5
1346,6,6
1347,3,3
1348,7,9
1349,8,10
1350,10,10
1351,5,5
1352,9,8
1353,8,9
1354,3,3
1355,7,7
1356,8,7
1357,9,10
1358,8,8
1359,7,7
1360,10,12
1361,6,6
1362,7,7
1363,6,6
1364,6,6
1365,8,6
1366,5,5
1367,9,8
1368,8,8
1369,9,10
1370,8,8
1371,7,6
1372,10,11
1373,10,11
1374,11,11
1375,8,9
1376,3,3
1377,11,11
1378,7,8
1379,5,5
1380,5,5
1381,9,8
1382,9,13
1383,8,7
1384,7,7
1385,6,7
1386,7,8
1387,4,4
1388,11,12
1389,6,6
1390,3,3
1391,7,8
1392,9,9
1393,5,5
1394,8,11
1395,8,8
1396,7,6
1397,9,9
1398,9,10
1399,6,6
1400,7,6
1401,7,7
1402,7,7
1403,7,7
1404,6,6
1405,8,9
1406,8,7
1407,8,8
1408,6,5
1409,5,5
1410,8,10
1411,9,9
1412,7,8
1413,7,6
1414,7,6
1415,6,8
1416,8,8
1417,8,8
1418,7,7
1419,8,9
1420,5,4
1421,11,13
1422,7,7
1423,9,8
1424,8,7
1425,9,10
1426,10,10
1427,9,11
1428,7,7
1429,8,8
1430,8,8
1431,9,10
1432,5,5
1433,3,8
1434,8,8
1435,4,4
1436,8,8
1437,6,6
1438,7,6
1439,4,4
1440,8,8
1441,9,9
1442,6,9
1443,6,5
1444,2,3
1445,6,6
1446,5,5
1447,9,10
1448,8,9
1449,7,8
1450,7,6
1451,7,7
1452,8,8
1453,7,6
1454,8,8
1455,8,8
1456,7,7
1457,5,5
1458,6,6
1459,10,11
1460,7,6
1461,5,3
1462,7,7
1463,5,4
1464,7,8
1465,7,7
1466,5,6
1467,8,8
1468,5,5
1469,8,8
1470,9,9
1471,8,8
1472,7,7
1473,2,3
1474,9,9
1475,10,10
1476,8,8
1477,8,7
1478,6,6
1479,6,6
1480,9,9
1481,2,3
1482,8,8
1483,6,6
1484,9,8
1485,8,7
1486,7,8
1487,7,10
1488,10,11
1489,7,7
1490,8,8
1491,6,6
1492,5,5
1493,8,8
1494,9,10
1495,7,7
1496,7,7
1497,11,12
1498,8,8
1499,7,8
1500,9,10
1501,10,9
1502,6,4
1503,9,10
1504,7,7
1505,6,6
1506,10,9
1507,7,7
1508,9,10
1509,6,5
1510,5,5
1511,7,7
1512,10,10
1513,6,6
1514,7,7
1515,9,8
1516,7,6
1517,6,6
1518,5,5
1519,5,5
1520,6,5
1521,10,10
1522,7,7
1523,9,10
1524,5,5
1525,8,8
1526,9,8
1527,8,7
1528,10,10
1529,11,11
1530,13,15
1531,9,10
1532,7,7
1533,8,7
1534,5,5
1535,7,6
1536,10,10
1537,9,15
1538,8,7
1539,7,7
1540,8,10
1541,8,7
1542,12,15
1543,7,7
1544,6,6
1545,8,8
1546,9,9
1547,7,9
1548,4,4
1549,8,7
1550,7,6
1551,9,9
1552,8,11
1553,10,13
1554,9,9
1555,8,7
1556,10,9
1557,4,3
1558,9,9
1559,6,6
1560,10,10
1561,10,10
1562,9,9
1563,6,6
1564,2,2
1565,6,4
1566,5,6
1567,8,8
1568,4,4
1569,9,9
1570,9,9
1571,3,3
1572,5,8
1573,10,10
1574,6,6
1575,5,5
1576,7,6
1577,6,6
1578,5,4
1579,5,5
1580,9,13
1581,6,6
1582,9,8
1583,11,11
1584,9,8
1585,6,6
1586,6,7
1587,11,11
1588,7,7
1589,6,6
1590,9,9
1591,5,4
1592,5,5
1593,7,7
1594,10,9
1595,5,6
1596,3,3
1597,6,6
1598,7,7
1599,3,2
1600,10,9
1601,8,10
1602,7,7
1603,10,11
1604,10,10
1605,7,7
1606,11,10
1607,8,10
1608,6,6
1609,6,6
1610,8,7
1611,9,9
1612,5,5
1613,7,5
1614,7,7
1615,8,8
1616,7,6
1617,8,9
1618,4,4
1619,8,8
1620,5,5
1621,10,8
1622,6,6
1623,5,7
1624,7,7
1625,6,6
1626,6,6
1627,6,8
1628,8,8
1629,8,8
1630,9,8
1631,10,10
1632,8,9
1633,3,4
1634,9,8
1635,7,7
1636,6,8
1637,5,5
1638,9,9
1639,7,7
1640,4,4
1641,6,6
1642,7,6
1643,6,6
1644,8,8
1645,3,3
1646,6,5
1647,9,9
1648,8,9
1649,8,7
1650,8,9
1651,7,7
1652,7,7
1653,8,5
1654,12,11
1655,8,8
1656,6,6
1657,7,7
1658,9,12
1659,11,11
1660,10,13
1661,7,7
1662,10,9
1663,8,8
1664,8,8
1665,10,10
1666,7,7
1667,9,9
1668,11,11
1669,5,5
1670,4,5
1671,6,6
1672,6,9
1673,6,6
1674,9,9
1675,7,7
1676,7,7
1677,6,11
1678,10,10
1679,8,8
1680,7,7
1681,9,11
1682,7,7
1683,5,5
1684,8,7
1685,9,10
1686,11,11
1687,9,9
1688,8,10
1689,8,8
1690,11,12
1691,9,10
1692,10,9
1693,5,5
1694,7,7
1695,9,9
1696,7,7
1697,8,7
1698,10,11
1699,7,7
1700,8,8
1701,6,6
1702,9,9
1703,6,5
1704,8,7
1705,7,7
1706,7,7
1707,9,10
1708,6,6
1709,5,4
1710,6,5
1711,7,8
1712,6,6
1713,6,6
1714,7,7
1715,7,6
1716,6,7
1717,10,10
1718,7,7
1719,6,5
1720,5,5
1721,10,10
1722,10,12
1723,5,6
1724,8,8
1725,9,11
1726,12,11
1727,4,3
1728,4,3
1729,5,5
1730,7,8
1731,8,10
1732,11,11
1733,8,8
1734,6,6
1735,7,6
1736,2,2
1737,3,4
1738,8,8
1739,4,4
1740,8,9
1741,6,6
1742,7,9
1743,8,8
1744,6,6
1745,7,7
1746,8,11
1747,4,4
1748,7,6
1749,10,12
1750,4,4
1751,10,9
1752,8,8
1753,5,5
1754,10,9
1755,6,6
1756,6,6
1757,5,5
1758,7,7
1759,7,7
1760,10,10
1761,9,9
1762,7,6
1763,8,7
1764,10,9
1765,5,5
1766,7,9
1767,7,7
1768,6,6
1769,9,8
1770,10,9
1771,5,6
1772,2,2
1773,8,8
1774,4,4
1775,9,11
1776,6,6
1777,7,7
1778,7,7
1779,3,3
1780,5,14
1781,8,10
1782,7,7
1783,10,8
1784,10,10
1785,6,0
1786,9,8
1787,9,9
1788,10,10
1789,6,6
1790,5,5
1791,6,7
1792,8,9
1793,6,6
1794,5,5
1795,5,7
1796,8,8
1797,7,8
1798,6,6
1799,7,7
1800,2,2
1801,9,8
1802,8,7
1803,8,8
1804,7,7
1805,5,5
1806,8,8
1807,7,7
1808,10,10
1809,9,11
1810,7,6
1811,11,11
1812,8,8
1813,10,11
1814,6,5
1815,8,10
1816,8,9
1817,10,11
1818,5,5
1819,7,7
1820,9,11
1821,7,7
1822,9,10
1823,9,9
1824,4,4
1825,8,7
1826,3,3
1827,7,7
1828,6,8
1829,6,5
1830,9,9
1831,10,10
1832,8,8
1833,7,7
1834,7,7
1835,9,10
1836,9,12
1837,5,4
1838,4,5
1839,11,14
1840,9,0
1841,9,9
1842,10,9
1843,10,9
1844,8,7
1845,10,11
1846,8,8
1847,6,6
1848,6,6
1849,4,8
1850,6,6
1851,6,6
1852,9,9
1853,6,9
1854,9,8
1855,8,8
1856,8,8
1857,8,7
1858,7,7
1859,9,8
1860,9,9
1861,4,4
1862,6,6
1863,7,7
1864,8,7
1865,7,7
1866,6,6
1867,5,5
1868,5,5
1869,6,6
1870,7,7
1871,7,7
1872,9,10
1873,9,9
1874,7,7
1875,9,8
1876,7,7
1877,10,14
1878,6,6
1879,9,9
1880,7,5
1881,6,6
1882,10,11
1883,7,8
1884,6,8
1885,7,6
1886,10,10
1887,7,7
1888,8,7
1889,9,9
1890,8,7
1891,6,5
1892,10,10
1893,7,8
1894,8,9
1895,8,7
1896,10,10
1897,10,8
1898,7,7
1899,10,9
1900,5,7
1901,5,5
1902,8,8
1903,10,11
1904,8,9
1905,8,6
1906,7,7
1907,11,11
1908,8,8
1909,9,8
1910,6,6
1911,6,6
1912,6,6
1913,7,7
1914,7,7
1915,9,8
1916,5,5
1917,7,7
1918,9,8
1919,9,9
1920,10,10
1921,6,6
1922,5,5
1923,9,9
1924,6,5
1925,7,6
1926,8,8
1927,3,5
1928,9,11
1929,8,7
1930,7,8
1931,6,6
1932,6,6
1933,7,7
1934,8,8
1935,6,6
1936,5,5
1937,7,7
1938,5,5
1939,8,10
1940,7,7
1941,2,3
1942,4,4
1943,6,6
1944,5,5
1945,5,5
1946,9,7
1947,9,9
1948,10,10
1949,5,5
1950,7,7
1951,9,10
1952,7,6
1953,7,7
1954,7,7
1955,7,6
1956,4,3
1957,6,7
1958,9,10
1959,6,5
1960,8,10
1961,10,13
1962,7,6
1963,11,13
1964,9,10
1965,9,8
1966,11,11
1967,8,8
1968,6,6
1969,6,7
1970,11,10
1971,9,8
1972,9,8
1973,6,5
1974,9,11
1975,10,9
1976,10,10
1977,4,4
1978,8,8
1979,7,7
1980,10,10
1981,10,9
1982,7,7
1983,10,9
1984,10,10
1985,4,4
1986,7,7
1987,5,4
1988,6,6
1989,4,4
1990,6,6
1991,6,7
1992,7,7
1993,4,4
1994,7,7
1995,8,7
1996,5,5
1997,8,11
1998,7,7
1999,9,9
2000,8,6
2001,8,6
2002,6,5
2003,5,5
2004,5,5
2005,8,8
2006,7,7
2007,9,9
2008,7,7
2009,8,9
2010,9,9
2011,8,8
2012,4,4
2013,8,10
2014,6,6
2015,5,4
2016,7,6
2017,10,11
2018,11,14
2019,5,5
2020,10,10
2021,7,7
2022,6,5
2023,5,5
2024,4,3
2025,5,4
2026,7,7
2027,9,8
2028,9,9
2029,3,4
2030,6,5
2031,9,8
2032,10,9
2033,7,8
2034,6,7
2035,8,10
2036,5,5
2037,3,3
2038,7,7
2039,6,6
2040,8,7
2041,6,7
2042,3,3
2043,11,12
2044,9,9
2045,5,5
2046,7,6
2047,7,7
2048,9,11
2049,12,10
2050,9,9
2051,4,4
2052,5,5
2053,7,7
2054,8,8
2055,9,10
2056,11,11
2057,9,11
2058,6,8
2059,8,9
2060,6,6
2061,10,9
2062,9,12
2063,7,7
2064,7,7
2065,6,6
2066,4,4
2067,7,6
2068,6,6
2069,4,4
2070,6,6
2071,10,10
2072,7,7
2073,9,9
2074,10,10
2075,6,6
2076,9,9
2077,6,5
2078,10,10
2079,6,5
2080,5,7
2081,7,10
2082,7,7
2083,5,19
2084,5,4
2085,6,5
2086,5,5
2087,9,9
2088,7,7
2089,8,8
2090,4,1
2091,5,4
2092,9,8
2093,8,8
2094,9,9
2095,9,9
2096,10,9
2097,6,6
2098,7,7
2099,8,8
2100,5,5
2101,10,10
2102,5,4
2103,8,10
2104,6,5
2105,7,9
2106,7,9
2107,8,8
2108,8,10
2109,3,2
2110,6,8
2111,9,8
2112,7,7
2113,7,11
2114,6,6
2115,9,9
2116,6,6
2117,8,7
2118,9,9
2119,10,9
2120,9,11
2121,7,6
2122,8,10
2123,9,8
2124,6,6
2125,9,10
2126,5,4
2127,7,7
2128,7,5
2129,6,0
2130,5,5
2131,5,8
2132,5,6
2133,6,7
2134,8,7
2135,8,8
2136,8,8
2137,5,5
2138,8,7
